"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CYB5D2",1114.26767286392,-0.161121051566255,0.097105385593477,-1.65923908938248,0.097067623705878,0.485601889245982
"CYB5R1",1557.94406248706,-0.0146811210661269,0.0716987859400555,-0.204761083101201,0.837758793916768,0.959470603163849
"CYB5R2",144.382435996897,0.429582015449282,0.241470477553444,1.7790249963547,0.075235663974452,0.442186135953931
"CYB5R3",3524.12203680889,-0.0117413903355365,0.0964287523531242,-0.121762337985452,0.903087241885087,0.978474701856953
"CYB5R4",267.045479026865,0.00786529252424412,0.117268281284783,0.0670709286268423,0.946525237360016,0.989462416628809
"CYB5RL",193.280307803938,-0.26864283918229,0.117884610433547,-2.2788626793124,0.0226752295404339,0.291244866864689
"CYBA",350.583457165638,0.162809532348847,0.170808362114458,0.953170736686468,0.340503570624913,0.733989707177483
"CYBB",1919.1448443108,0.269365596147365,0.159079296377918,1.69327877530615,0.0904024161788026,0.474462348326443
"CYBRD1",1140.10333809963,0.230431978306873,0.137227111588672,1.67920154872585,0.0931127702546257,0.479567579302682
"CYC1",2499.50240505428,-0.122422913561794,0.108006624837476,-1.13347596729378,0.257014427985341,0.669499546732671
"CYCS",1503.25587356232,0.274930323254872,0.107445019458166,2.55880006948035,0.0105034128711326,0.20767428145799
"CYFIP1",2271.42976487005,0.187675445120616,0.0950468196913551,1.97455786243089,0.0483183449376389,0.377457169859377
"CYFIP2",2148.21684797592,0.0911518231771812,0.326030195818086,0.279580923320492,0.779799044645907,0.941379775890418
"CYGB",308.26133738417,0.182145065506265,0.220815436256416,0.824874694424684,0.40944273449518,0.777911922392722
"CYHR1",600.356439630909,-0.230326119134564,0.112230645007773,-2.05225693141666,0.0401446992280039,0.348195306313358
"CYLD",1524.23376669107,0.125898863037972,0.0929147320740362,1.35499355406474,0.175419610743778,0.592202023311667
"CYP11A1",115.788724872,0.399326134845951,0.233920125630487,1.70710465279395,0.0878026024752303,0.468992064364667
"CYP17A1",92.3374851425341,0.050832771667031,0.26195666618532,0.194050307660694,0.846136490675922,0.962020370674034
"CYP1A1",1198.7333572878,-1.67282686546614,0.532479762713913,-3.14157829574624,0.00168039872789369,0.0928084217415683
"CYP1A2",15932.3366519378,-0.837152763280195,0.413591760954682,-2.02410406181163,0.0429594457888971,0.359492453169816
"CYP1B1",256.76318397494,0.0887341146278962,0.164750845417005,0.538595807525594,0.590165781035571,0.870511602063418
"CYP20A1",733.618780418476,-0.10884906593277,0.120943018380817,-0.900002888881385,0.368118713318067,0.754173269988118
"CYP21A1P",160.610128443305,0.656277627582178,0.843626486833154,0.777924398800878,0.436613583535729,0.795229794799675
"CYP21A2",122.394740380293,-0.0468925494939183,0.308389515713417,-0.152056237662421,0.87914258004771,0.972357527618623
"CYP26A1",264.876595780763,-0.271998150374369,0.661019104389379,-0.411483039700689,0.680718375090316,0.908906310756443
"CYP26B1",55.5841848109265,0.0929924465110101,0.317732627676764,0.292675156438807,0.769770461064099,0.938025062099806
"CYP27A1",19466.3966802975,-0.091339797753165,0.13117513078854,-0.696319471565148,0.486228781670003,0.821166146509869
"CYP27B1",12.2425408108336,0.280280621831066,0.334115318508928,0.838873904620381,0.401540072842907,0.77391432736733
"CYP27C1",18.1890940406647,0.152769074095262,0.399195271748692,0.382692594093238,0.701947706267641,0.914951326402617
"CYP2A13",35.8154537994859,0.0341086579853966,0.340073008262174,0.100298045292384,0.920107709299429,0.982976956135157
"CYP2A6",62423.2460592587,0.0132238857509711,0.174201587894364,0.0759113961635645,0.939489590195405,0.987996393877904
"CYP2A7",4466.05053450938,-0.474992574386548,0.436593896354291,-1.08795056081383,0.276616933642612,0.687868223551619
"CYP2B6",17421.8928489404,0.0960674179054074,0.258820779810735,0.371173512326396,0.710508300309919,0.918805621635655
"CYP2B7P1",3109.01729730394,-0.190187161487924,0.346164656328715,-0.549412419814818,0.582722452709032,0.866956487505867
"CYP2C18",5135.64837958056,-0.0819701062204217,0.117868214240517,-0.695438602753045,0.486780475656578,0.821237164164485
